bibkey,title,year,type,venue,doi,openalex_id,cited_by,abstract,concepts,oa_topics,class,subsection,class_score,offtopic_score,margin,relevant
blazquez2021review,A review on outlier/anomaly detection in time series data,2021,article,ACM computing surveys (CSUR),,W3005893373,202,"Recent advances in technology have brought major breakthroughs in data collection, enabling a large amount of data to be gathered over time and thus generating time series. Mining this data has become an important task for researchers and practitioners in the past few years, including the detection of outliers or anomalies that may represent errors or events of interest. This review aims to provide a structured and comprehensive state-of-the-art on unsupervised outlier detection techniques in the context of time series. To this end, a taxonomy is presented based on the main aspects that characterize an outlier detection technique.",Anomaly detection; Outlier; Computer science; Data mining; Time series; Context (archaeology); Series (stratigraphy); Data science; Task (project management); Artificial intelligence,Anomaly Detection Techniques and Applications; Time Series Analysis and Forecasting; Network Security and Intrusion Detection,Perception-related,Feature and Activation Extraction,0.3073,0.2545,0.0528,True
lim2021time,Time-series forecasting with deep learning: a survey,2021,article,Philosophical Transactions of the Royal Society A,,W3022643593,1594,"Numerous deep learning architectures have been developed to accommodate the diversity of time-series datasets across different domains. In this article, we survey common encoder and decoder designs used in both one-step-ahead and multi-horizon time-series forecasting-describing how temporal information is incorporated into predictions by each model. Next, we highlight recent developments in hybrid deep learning models, which combine well-studied statistical models with neural network components to improve pure methods in either category. Lastly, we outline some ways in which deep learning can also facilitate decision support with time-series data. This article is part of the theme issue 'Machine learning for weather and climate modelling'.",Series (stratigraphy); Artificial intelligence; Computer science; Time series; Machine learning; Econometrics,Time Series Analysis and Forecasting; Forecasting Techniques and Applications; Stock Market Forecasting Methods,Perception-related,Reconstructive and Generative,0.2748,0.3421,-0.0672,False
ece2021natm,New Assessment/Test Method for Automated Driving (NATM) Guidelines for Validating Automated Driving System (ADS),2021,techreport,,,,,,,,Trajectory-related,Novel Scenario Generation,0.5067,0.4089,0.0978,True
dona2022recent,Recent advancements in automated vehicle certification: How the experience from the nuclear sector contributed to making them a reality,2022,article,Energies,,W4306742302,14,"The current paper discusses the most recent advancements in automated vehicle (AV) certification and how existing regulations/best practices from the nuclear field helped make AVs a reality. In particular, three main pillars differentiate the newly devised certification frameworks from previous automotive regulations: the introduction of a safety management system, the adoption of in-service monitoring and reporting data logging systems, and the use of virtual testing to demonstrate the safety of the AV; a set of pillars that are also found in the nuclear practice. The argumentation is informed by relevant literature and shared experiences from the nuclear power plant and transportation fields where there are established safety practices to manage safety-critical cyber-physical systems. Although the nuclear and transportation fields might seem unrelated, strong synergies were found, including risk management approaches and operational data collection procedures, which supported the timely drafting of the new regulation for AVs. Nonetheless, some open challenges remain due to peculiar aspects of AVs that will need to be addressed in the near future. Namely, practical methodologies for the residual-risk calculation for the various Operational Design Domains (ODDs), the design of scalable monitoring techniques, and the definition of detailed procedures for the virtual testing tool qualification.",Certification; Risk analysis (engineering); Nuclear power; Computer science; Scope (computer science); Service (business); Engineering management; Systems engineering; Engineering; Computer security,Safety Systems Engineering in Autonomy; Risk and Safety Analysis; Human-Automation Interaction and Safety,Trajectory-related,Challenging the System Under Test,0.4216,0.2158,0.2057,True
sharma2019history,"The history, present and future with IoT",2019,article,Internet of things and big data analytics for smart generation,,W2907165140,141,,Internet of Things; The Internet; Computer science; Transformational leadership; Smart objects; Computer security; Telecommunications; Internet privacy; Engineering; World Wide Web; Data science,IoT and Edge/Fog Computing; Context-Aware Activity Recognition Systems; IoT Networks and Protocols,Trajectory-related,Machine Learning (trajectory),0.0742,0.1411,-0.0669,False
an2015variational,Variational autoencoder based anomaly detection using reconstruction probability,2015,article,Special lecture on IE,,W3153872861,1206,,Autoencoder; Anomaly detection; Anomaly (physics); Artificial intelligence; Computer science; Pattern recognition (psychology); Mathematics; Algorithm,Anomaly Detection Techniques and Applications; Network Security and Intrusion Detection,Perception-related,Reconstructive and Generative,0.5134,0.2893,0.2241,True
torabi2023practical,Practical autoencoder based anomaly detection by using vector reconstruction error,2023,article,Cybersecurity,,W4313590336,139,"Abstract Nowadays, cloud computing provides easy access to a set of variable and configurable computing resources based on user demand through the network. Cloud computing services are available through common internet protocols and network standards. In addition to the unique benefits of cloud computing, insecure communication and attacks on cloud networks cannot be ignored. There are several techniques for dealing with network attacks. To this end, network anomaly detection systems are widely used as an effective countermeasure against network anomalies. The anomaly-based approach generally learns normal traffic patterns in various ways and identifies patterns of anomalies. Network anomaly detection systems have gained much attention in intelligently monitoring network traffic using machine learning methods. This paper presents an efficient model based on autoencoders for anomaly detection in cloud computing networks. The autoencoder learns a basic representation of the normal data and its reconstruction with minimum error. Therefore, the reconstruction error is used as an anomaly or classification metric. In addition, to detecting anomaly data from normal data, the classification of anomaly types has also been investigated. We have proposed a new approach by examining an autoencoder’s anomaly detection method based on data reconstruction error. Unlike the existing autoencoder-based anomaly detection techniques that consider the reconstruction error of all input features as a single value, we assume that the reconstruction error is a vector. This enables our model to use the reconstruction error of every input feature as an anomaly or classification metric. We further propose a multi-class classification structure to classify the anomalies. We use the CIDDS-001 dataset as a commonly accepted dataset in the literature. Our evaluations show that the performance of the proposed method has improved considerably compared to the existing ones in terms of accuracy, recall, false-positive rate, and F1-score metrics.",Autoencoder; Anomaly detection; Computer science; Anomaly (physics); Cloud computing; Data mining; Metric (unit); Artificial intelligence; Pattern recognition (psychology); Machine learning,Network Security and Intrusion Detection; Anomaly Detection Techniques and Applications; Software System Performance and Reliability,Perception-related,Reconstructive and Generative,0.3523,0.3545,-0.0023,False
wang2018generative,Generative neural networks for anomaly detection in crowded scenes,2018,article,IEEE Transactions on Information Forensics and Security,,W2899116516,158,"Security surveillance is critical to social harmony and people's peaceful life. It has a great impact on strengthening social stability and life safeguarding. Detecting anomaly timely, effectively and efficiently in video surveillance remains challenging. This paper proposes a new approach, called S <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> -VAE, for anomaly detection from video data. The S <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> -VAE consists of two proposed neural networks: a Stacked Fully Connected Variational AutoEncoder (S <sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">F</sub> -VAE) and a Skip Convolutional VAE (S <sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">C</sub> -VAE). The S <sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">F</sub> -VAE is a shallow generative network to obtain a model like Gaussian mixture to fit the distribution of the actual data. The S <sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">C</sub> -VAE, as a key component of S <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> -VAE, is a deep generative network to take advantages of CNN, VAE and skip connections. Both S <sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">F</sub> -VAE and S <sub xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">C</sub> -VAE are efficient and effective generative networks and they can achieve better performance for detecting both local abnormal events and global abnormal events. The proposed S <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> -VAE is evaluated using four public datasets. The experimental results show that the S <sup xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink"">2</sup> -VAE outperforms the state-of-the-art algorithms. The code is available publicly at https://github.com/tianwangbuaa/.",Computer science; Artificial intelligence; Autoencoder; Artificial neural network,Anomaly Detection Techniques and Applications; Video Surveillance and Tracking Methods; Human Pose and Action Recognition,Perception-related,Feature and Activation Extraction,0.4702,0.2346,0.2356,True
shrp2_nds_2013,The 2nd Strategic Highway Research Program Naturalistic Driving Study Dataset,2013,misc,,,,,,,,Trajectory-related,Novel Scenario Generation,0.6234,0.4443,0.1791,True
ha2018world,World models,2018,article,arXiv preprint arXiv:1803.10122,,,,,,,Perception-related,Foundation Model and Adaptive Learning,0.3332,0.3203,0.0129,True
michau2021unsupervised,Unsupervised transfer learning for anomaly detection: Application to complementary operating condition transfer,2021,article,Knowledge-Based Systems,,W3109541357,130,"In industrial applications, anomaly detectors are trained to raise alarms when measured samples deviate from the training data distribution. The samples used to train the model should, therefore, be sufficient in quantity and representative of all healthy operating conditions. However, for systems subject to changing operating conditions, acquiring such comprehensive datasets requires a long collection period. To train more robust anomaly detectors, we propose a new framework to perform unsupervised transfer learning (UTL) for one-class classification problems. It differs, thereby, from other applications of UTL in the literature which usually aim at finding a common structure between the datasets to perform either clustering or dimensionality reduction. The task of transferring and combining complementary training data in a completely unsupervised way has not been studied yet. The proposed methodology detects anomalies in operating conditions only experienced by other units in a fleet. We propose the use of adversarial deep learning to ensure the alignment of the different units’ distributions and introduce a new loss, inspired by a dimensionality reduction tool, to enforce the conservation of the inherent variability of each dataset. We use a state-of-the-art once-class approach to detect the anomalies. We demonstrate the benefit of the proposed framework using three open source datasets.",Anomaly detection; Transfer of learning; Computer science; Anomaly (physics); Transfer (computing); Artificial intelligence,Anomaly Detection Techniques and Applications; Fault Detection and Control Systems; Machine Fault Diagnosis Techniques,Perception-related,Feature and Activation Extraction,0.4518,0.3027,0.1491,True
angelov2021explainable,Explainable artificial intelligence: an analytical review,2021,article,Wiley Interdisciplinary Reviews: Data Mining and Knowledge Discovery,,W3182546273,781,"Abstract This paper provides a brief analytical review of the current state‐of‐the‐art in relation to the explainability of artificial intelligence in the context of recent advances in machine learning and deep learning. The paper starts with a brief historical introduction and a taxonomy, and formulates the main challenges in terms of explainability building on the recently formulated National Institute of Standards four principles of explainability. Recently published methods related to the topic are then critically reviewed and analyzed. Finally, future directions for research are suggested. This article is categorized under: Technologies &gt; Artificial Intelligence Fundamental Concepts of Data and Knowledge &gt; Explainable AI",Artificial intelligence; Computer science; Context (archaeology); Taxonomy (biology); Relation (database); Applications of artificial intelligence; Management science,Explainable Artificial Intelligence (XAI); Adversarial Robustness in Machine Learning; Machine Learning and Data Classification,Trajectory-related,Challenging the System Under Test,0.3207,0.3832,-0.0625,False
molnar2020interpretable,Interpretable machine learning,2020,book,,,,,,,,Perception-related,Probability and Confidence Scores,0.3543,0.4011,-0.0468,False
de2021risk,Risk quantification for automated driving systems in real-world driving scenarios,2021,article,Ieee Access,,W4205806550,49,"The development of safety validation methods is essential for the safe deployment and operation of Automated Driving Systems (ADSs). One of the goals of safety validation is to prospectively evaluate the risk of an ADS dealing with real-world traffic. ISO 26262 and ISO/DIS 21448, the leading standards in automotive safety, provide an approach to estimate the risk where the former focuses on risks due to potential malfunctioning of components and the latter focuses on risks due to possible functional insufficiencies. The main shortcomings of the approach provided in ISO 26262 are that it depends on subjective judgments of safety experts and that only a qualitative risk estimation is performed. ISO/DIS 21448 addresses these shortcomings partially by providing statistical methods to guide the safety validation, but no complete method is provided to quantify the risk. The first objective of this article is to propose a method to estimate the risk of an ADS in a more quantitative and objective manner. A data-driven approach is used to rely less on subjective judgments of safety experts. The output of the method is the expected number of injuries in a potential collision. Thus, the method is quantitative, the result is easily interpretable, and the result can be compared with road crash statistics. The second objective is to provide a method that supports the risk assessment as stipulated by the ISO 26262 and ISO/DIS 21448 standards by decomposing the quantified risk into the 3 aspects of risk as mentioned in these standards: exposure, severity, and controllability. The proposed methods are illustrated by means of a case study in which the risk is quantified for a longitudinal controller in 3 different types of scenarios. The code of the case study is publicly available.",Computer science; Risk analysis (engineering); Crash; Risk assessment; Automotive industry; Collision; Reliability engineering,Autonomous Vehicle Technology and Safety; Safety Systems Engineering in Autonomy; Traffic and Road Safety,Trajectory-related,Probability Estimation,0.5986,0.3853,0.2133,True
luettin2022survey,A survey on knowledge graph-based methods for automated driving,2022,inproceedings,Iberoamerican Knowledge Graphs and Semantic Web Conference,,W4313041116,21,,Computer science; Categorization; Graph; Knowledge graph; Artificial intelligence; Machine learning; Data science,Advanced Graph Neural Networks; Data Quality and Management; Graph Theory and Algorithms,Knowledge-driven,Influencing Factors,0.6229,0.4044,0.2185,True
iso21448,Road Vehicles --- Safety of the Intended Functionality,2022,standard,,,W4240672450,166,43.040.10,Transport engineering; Computer science,Transportation Systems and Logistics; Transportation Safety and Impact Analysis,Trajectory-related,Surrogate Safety Metrics,0.4196,0.3489,0.0707,True
khastgir2017towards,Towards increased reliability by objectification of Hazard Analysis and Risk Assessment (HARA) of automated automotive systems,2017,article,Safety Science,,W2607127338,60,,Automotive industry; Reliability (semiconductor); Risk analysis (engineering); Process (computing); Set (abstract data type); Domain (mathematical analysis); Reliability engineering; Computer science; Hazard; Functional safety; Poison control; Objectification; Engineering,Risk and Safety Analysis; Occupational Health and Safety Research; Safety Systems Engineering in Autonomy,Trajectory-related,Probability Estimation,0.4628,0.3186,0.1442,True
chia2022risk,Risk assessment methodologies for autonomous driving: A survey,2022,article,IEEE transactions on intelligent transportation systems,,W4226316432,70,"Autonomous driving systems (ADS) in recent years have been the subject of focus, evolving as one of the major mobility disruptors and being a potential candidate for deployment in urban cities due to urbanization. ADS is the system within the Autonomous Vehicle (AV) that enables automation. The different ADS technologies that enable autonomous vehicles have reached a certain maturity that no longer focus on technological deployment, but rather on the safe deployment on public roads. However, existing standards that validate functional safety and Risk Assessment (RA) may not be sufficient to tackle the increased complexity of ADS compared to traditional vehicles. This demand in ADS safety is exponentially increasing in tandem with the increase of AV automation levels. ADS are exposed to diverse environmental conditions and therefore subjected to operational risks while attempting to mimic the human driver responses. Moreover, the recent use of artificial intelligence and machine learning in the industry further shapes the way how ADS development will become in the future. This paper explains the importance of RA coverage for AV and provides a comparison and summary of existing RA methodologies. Thereafter, a recommendation of RAs for AV as potential solutions in meeting ISO 26262 and ISO/PAS 21448 standards.",Software deployment; Automation; Risk analysis (engineering); Transport engineering; Maturity (psychological); Engineering; Intelligent transportation system; Focus (optics); Computer science; Systems engineering; Computer security,Autonomous Vehicle Technology and Safety; Human-Automation Interaction and Safety; Traffic and Road Safety,Trajectory-related,Challenging the System Under Test,0.5791,0.498,0.0811,True
moradloo2024safety,Safety in higher level automated vehicles: Investigating edge cases in crashes of vehicles equipped with automated driving systems,2024,article,Accident Analysis \& Prevention,,W4396718590,33,,Enhanced Data Rates for GSM Evolution; Crash; Automotive industry; Population; Transport engineering; Cluster analysis; Computer science; Engineering; Computer security,Traffic and Road Safety; Autonomous Vehicle Technology and Safety; Human-Automation Interaction and Safety,Trajectory-related,Challenging the System Under Test,0.5619,0.4073,0.1546,True
gong2024sdac,SDAC: A Multimodal Synthetic Dataset for Anomaly and Corner Case Detection in Autonomous Driving,2024,inproceedings,Proceedings of the AAAI Conference on Artificial Intelligence,,W4393149271,5,"Nowadays, closed-set perception methods for autonomous driving perform well on datasets containing normal scenes. However, they still struggle to handle anomalies in the real world, such as unknown objects that have never been seen while training. The lack of public datasets to evaluate the model performance on anomaly and corner cases has hindered the development of reliable autonomous driving systems. Therefore, we propose a multimodal Synthetic Dataset for Anomaly and Corner case detection, called SDAC, which encompasses anomalies captured from multi-view cameras and the LiDAR sensor, providing a rich set of annotations for multiple mainstream perception tasks. SDAC is the first public dataset for autonomous driving that categorizes anomalies into object, scene, and scenario levels, allowing the evaluation under different anomalous conditions. Experiments show that closed-set models suffer significant performance drops on anomaly subsets in SDAC. Existing anomaly detection methods fail to achieve satisfactory performance, suggesting that anomaly detection remains a challenging problem. We anticipate that our SDAC dataset could foster the development of safe and reliable systems for autonomous driving.",Anomaly detection; Anomaly (physics); Computer science; Artificial intelligence; Pattern recognition (psychology),Anomaly Detection Techniques and Applications,Perception-related,Reconstructive and Generative,0.5189,0.3838,0.1351,True
sun2024interpreting,Interpreting Autonomous Driving Corner Cases: A Visual Analytics Approach,2024,inproceedings,2024 IEEE 17th Pacific Visualization Conference (PacificVis),,W4399307645,0,"With the progression of artificial intelligence, there has been substantial advancement in autonomous driving technology. However, even the most advanced systems may confront failures in certain corner cases, necessitating enhanced analytical approaches. Traditional approaches focused on the numerical analysis of isolated sensor data, are often insufficient for deriving meaningful insights in such situations. To address this inadequacy, we propose a visual analytics approach, crafted to aid domain experts in performing analyses and extracting system improvements from cases with unexpected behaviors. This approach intricately integrates extensive driving scenarios and low-level module behaviors into the autonomous driving decision-making process, utilizing rich visualizations and an interface for interactive exploration and systematic synthesis of findings. Uniquely, our system opens the ""black box"" of modules in the decision-making pipeline during corner cases, taking into account both the overall decision-making pipeline and the fine-grained behaviors of the modules in the pipeline, setting our approach apart from previous works. To validate our system’s effectiveness, we perform two case studies, inviting domain experts for evaluation, and the results confirm our system’s efficacy in allowing experts to obtain crucial insights into autonomous driving systems.",Pipeline (software); Visual analytics; Computer science; Domain (mathematical analysis); Analytics; Process (computing); Human–computer interaction; Black box; Artificial intelligence; Data science; Visualization; Intelligence analysis; Machine learning,Data Visualization and Analytics; Video Analysis and Summarization; Anomaly Detection Techniques and Applications,Trajectory-related,Novel Scenario Generation,0.5127,0.3779,0.1349,True
li2024choose,Choose your simulator wisely: A review on open-source simulators for autonomous driving,2024,article,IEEE Transactions on Intelligent Vehicles,,W4392523567,62,"Simulators play a crucial role in autonomous driving, offering significant time, cost, and labor savings. Over the past few years, the number of simulators for autonomous driving has grown substantially. However, there is a growing concern about the validity of algorithms developed and evaluated in simulators, indicating a need for a thorough analysis of the development status of the simulators. To address existing gaps in research, this paper undertakes a comprehensive review of the history of simulators, proposes a utility-based taxonomy, and investigates the critical issues within open-source simulators. Analysis of the past thirty years' development trajectory reveals a trend characterized by an increase in open-source simulators and an expansion of their functionality scope. The categorization of simulators based on feature functionalities delineates five primary classes: traffic flow, sensory data, driving policy, vehicle dynamics, and comprehensive simulators. Furthermore, the paper identifies critical unresolved issues in open-source simulators, including concerns regarding the fidelity of sensory data, representation of traffic scenarios, and accuracy in vehicle dynamics simulation, all of which have the potential to undermine experimental confidence. Additionally, challenges in data format inconsistency, labor-intensive map construction processes, sluggish step updating, and insufficient support for Hardware-In-the-Loop testing are discussed as hindrances to experimental efficiency. In light of these findings, the survey furnishes task-oriented recommendations to aid in the selection of simulators, taking into account factors such as accessibility, maintenance status, and quality, while highlighting the inherent limitations of existing open-source simulators in validating algorithms and facilitating real-world experimentation.",Computer science; Open source; Simulation; Human–computer interaction,Human-Automation Interaction and Safety; Autonomous Vehicle Technology and Safety,Trajectory-related,Novel Scenario Generation,0.6171,0.3811,0.2361,True
fernandez2024attribute,Attribute annotation and bias evaluation in visual datasets for autonomous driving,2024,article,Journal of Big Data,,W4402923182,5,"This paper addresses the often overlooked issue of fairness in the autonomous driving domain, particularly in vision-based perception and prediction systems, which play a pivotal role in the overall functioning of Autonomous Vehicles (AVs). We focus our analysis on biases present in some of the most commonly used visual datasets for training person and vehicle detection systems. We introduce an annotation methodology and a specialised annotation tool, both designed to annotate protected attributes of agents in visual datasets. We validate our methodology through an inter-rater agreement analysis and provide the distribution of attributes across all datasets. These include annotations for the attributes age, sex, skin tone, group, and means of transport for more than 90K people, as well as vehicle type, colour, and car type for over 50K vehicles. Generally, diversity is very low for most attributes, with some groups, such as children, wheelchair users, or personal mobility vehicle users, being extremely underrepresented in the analysed datasets. The study contributes significantly to efforts to consider fairness in the evaluation of perception and prediction systems for AVs. This paper follows reproducibility principles. The annotation tool, scripts and the annotated attributes can be accessed publicly at https://github.com/ec-jrc/humaint_annotator .",Computer science; Annotation; Artificial intelligence; Computational Science and Engineering; Machine learning; Data science,Video Surveillance and Tracking Methods; Visual Attention and Saliency Detection; Advanced Neural Network Applications,Trajectory-related,Challenging the System Under Test,0.3909,0.4175,-0.0266,False
hu2022processing,"Processing, assessing, and enhancing the Waymo autonomous vehicle open dataset for driving behavior research",2022,article,Transportation Research Part C: Emerging Technologies,,W4200170951,126,,Outlier; Jerk; Trajectory; Computer science; Consistency (knowledge bases); Data mining; Acceleration; Noise (video); Anomaly detection; Process (computing); Data quality; Simulation,Traffic control and management; Traffic and Road Safety; Traffic Prediction and Management Techniques,Trajectory-related,Novel Scenario Generation,0.4893,0.4152,0.0741,True
zhang2025review,A review of scenario cases for autonomous transportation system: Insights from CAV safety testing and scenario generation,2025,article,Accident Analysis \& Prevention,,W4408308558,8,,Engineering; Transport engineering; Poison control; Occupational safety and health; Risk analysis (engineering); Systems engineering; Computer science; Forensic engineering; Aeronautics,Autonomous Vehicle Technology and Safety; Human-Automation Interaction and Safety; Traffic control and management,Trajectory-related,Challenging the System Under Test,0.6742,0.3001,0.3741,True
ISO5083_2022,"Road vehicles -- Safety for automated driving systems -- Design, verification and validation",2022,techreport,,,W4236643515,15,,Computer security; Computer science,Vehicular Ad Hoc Networks (VANETs); Safety Systems Engineering in Autonomy; Autonomous Vehicle Technology and Safety,Trajectory-related,Challenging the System Under Test,0.5689,0.4281,0.1408,True
kim2021cybersecurity,Cybersecurity for autonomous vehicles: Review of attacks and defense,2021,article,Computers \& security,,W3119621753,389,,Computer security; Computer science; Intrusion detection system; Anomaly detection; Intrusion; Architecture; Autonomous system (mathematics),Vehicular Ad Hoc Networks (VANETs); Autonomous Vehicle Technology and Safety; Advanced Malware Detection Techniques,Trajectory-related,Challenging the System Under Test,0.3837,0.4076,-0.0239,False
girdhar2023cybersecurity,Cybersecurity of autonomous vehicles: A systematic literature review of adversarial attacks and defense models,2023,article,IEEE Open Journal of Vehicular Technology,,W4362714293,109,"Autonomous driving (AD) has developed tremendously in parallel with the ongoing development and improvement of deep learning (DL) technology. However, the uptake of artificial intelligence (AI) in AD as the core enabling technology raises serious cybersecurity issues. An enhanced attack surface has been spurred on by the rising digitization of vehicles and the integration of AI features. The performance of the autonomous vehicle (AV)-based applications is constrained by the DL models' susceptibility to adversarial attacks despite their great potential. Hence, AI-enabled AVs face numerous security threats, which prevent the large-scale adoption of AVs. Therefore, it becomes crucial to evolve existing cybersecurity practices to deal with risks associated with the increased uptake of AI. Furthermore, putting defense models into practice against adversarial attacks has grown in importance as a field of study amongst researchers. Therefore, this study seeks to provide an overview of the most recent adversarial defensive and attack models developed in the domain of AD.",Adversarial system; Computer security; Attack surface; Computer science; Digitization; Domain (mathematical analysis); Field (mathematics); Deep learning; Artificial intelligence; Data science,Adversarial Robustness in Machine Learning; Advanced Malware Detection Techniques; Autonomous Vehicle Technology and Safety,Trajectory-related,Challenging the System Under Test,0.5174,0.4679,0.0496,True
yousseef2024autonomous,Autonomous Vehicle Security: A Deep Dive into Threat Modeling,2024,article,arXiv preprint arXiv:2412.15348,,W4405713946,2,"Autonomous vehicles (AVs) are poised to revolutionize modern transportation, offering enhanced safety, efficiency, and convenience. However, the increasing complexity and connectivity of AV systems introduce significant cybersecurity challenges. This paper provides a comprehensive survey of AV security with a focus on threat modeling frameworks, including STRIDE, DREAD, and MITRE ATT\&amp;CK, to systematically identify and mitigate potential risks. The survey examines key components of AV architectures, such as sensors, communication modules, and electronic control units (ECUs), and explores common attack vectors like wireless communication exploits, sensor spoofing, and firmware vulnerabilities. Through case studies of real-world incidents, such as the Jeep Cherokee and Tesla Model S exploits, the paper highlights the critical need for robust security measures. Emerging technologies, including blockchain for secure Vehicle-to-Everything (V2X) communication, AI-driven threat detection, and secure Over-The-Air (OTA) updates, are discussed as potential solutions to mitigate evolving threats. The paper also addresses legal and ethical considerations, emphasizing data privacy, user safety, and regulatory compliance. By combining threat modeling frameworks, multi-layered security strategies, and proactive defenses, this survey offers insights and recommendations for enhancing the cybersecurity of autonomous vehicles.",Computer security; Computer science,Autonomous Vehicle Technology and Safety; Adversarial Robustness in Machine Learning; Advanced Malware Detection Techniques,Trajectory-related,Challenging the System Under Test,0.4062,0.2896,0.1166,True
wang2019multi,Multi-sensor fusion in automated driving: A survey,2019,article,Ieee Access,,W2996945478,503,"With the significant development of practicability in deep learning and the ultra-high-speed information transmission rate of 5G communication technology will overcome the barrier of data transmission on the Internet of Vehicles, automated driving is becoming a pivotal technology affecting the future industry. Sensors are the key to the perception of the outside world in the automated driving system and whose cooperation performance directly determines the safety of automated driving vehicles. In this survey, we mainly discuss the different strategies of multi-sensor fusion in automated driving in recent years. The performance of conventional sensors and the necessity of multi-sensor fusion are analyzed, including radar, LiDAR, camera, ultrasonic, GPS, IMU, and V2X. According to the differences in the latest studies, we divide the fusion strategies into four categories and point out some shortcomings. Sensor fusion is mainly applied for multi-target tracking and environment reconstruction. We discuss the method of establishing a motion model and data association in multi-target tracking. At the end of the paper, we analyzed the deficiencies in the current studies and put forward some suggestions for further improvement in the future. Through this investigation, we hope to analyze the current situation of multi-sensor fusion in the automated driving process and provide more efficient and reliable fusion strategies.",Computer science; Sensor fusion; Global Positioning System; Inertial measurement unit; Process (computing); Real-time computing; Artificial intelligence; Lidar; Radar,Robotics and Sensor-Based Localization; Advanced Optical Sensing Technologies; Infrared Target Detection Methodologies,Perception-related,Reconstructive and Generative,0.3517,0.4399,-0.0882,False
marti2019review,A review of sensor technologies for perception in automated driving,2019,article,IEEE intelligent transportation systems magazine,,W2976534600,312,"After more than 20 years of research, ADAS are common in modern vehicles available in the market. Automated Driving systems, still in research phase and limited in their capabilities, are starting early commercial tests in public roads. These systems rely on the information provided by on-board sensors, which allow to describe the state of the vehicle, its environment and other actors. Selection and arrangement of sensors represent a key factor in the design of the system. This survey reviews existing, novel and upcoming sensor technologies, applied to common perception tasks for ADAS and Automated Driving. They are put in context making a historical review of the most relevant demonstrations on Automated Driving, focused on their sensing setup. Finally, the article presents a snapshot of the future challenges for sensing technologies and perception, finishing with an overview of the commercial initiatives and manufacturers alliances that will show the intention of the market in sensors technologies for Automated Vehicles.",Snapshot (computer storage); Perception; Advanced driver assistance systems; Emerging technologies; Systems engineering; Context (archaeology); Engineering; Computer science; Risk analysis (engineering),Autonomous Vehicle Technology and Safety; Advanced Neural Network Applications; Video Surveillance and Tracking Methods,Trajectory-related,Novel Scenario Generation,0.4266,0.4535,-0.0268,False
loukas2025evaluation,Evaluation of Large Language Models for Anomaly Detection in Autonomous Vehicles,2025,article,arXiv preprint arXiv:2509.05315,,W7147344069,0,,Computer science; Vocabulary; Anomaly detection; Artificial intelligence; Enhanced Data Rates for GSM Evolution; Perception; Software; Anomaly (physics); Object (grammar); Architecture; Ground truth; Object detection; Work (physics); Machine learning; Language model; Detector; Data modeling; Hidden Markov model; Visualization; Natural language; Data mining; Computer vision,Anomaly Detection Techniques and Applications; Autonomous Vehicle Technology and Safety; Multimodal Machine Learning Applications,Trajectory-related,Challenging the System Under Test,0.3891,0.3322,0.0569,True
